city,date,n,no_killed,no_injured
Denver,2019-04-23,70,0,
Denver,2019-04-24,70,0,
Denver,2019-04-25,61,0,
Denver,2019-04-26,72,0,
Denver,2019-04-27,58,0,
Denver,2019-04-28,53,2,
Denver,2019-04-29,51,,
Denver,2019-04-30,72,0,
Denver,2019-05-01,70,0,
Denver,2019-05-02,82,0,
Denver,2019-05-03,68,0,
Denver,2019-05-04,57,2,
Denver,2019-05-05,48,0,
Denver,2019-05-06,83,0,
Denver,2019-05-07,72,0,
Denver,2019-05-08,78,2,
Denver,2019-05-09,67,1,
Denver,2019-05-10,71,0,
Denver,2019-05-11,57,0,
Denver,2019-05-12,42,0,
Denver,2019-05-13,77,0,
Denver,2019-05-14,60,0,
Denver,2019-05-15,58,0,
Denver,2019-05-16,67,0,
Denver,2019-05-17,80,1,
Denver,2019-05-18,54,0,
Denver,2019-05-19,33,0,
Denver,2019-05-20,85,0,
Denver,2019-05-21,76,0,
Denver,2019-05-22,66,1,
Denver,2019-05-23,70,1,
Denver,2019-05-24,73,0,
Denver,2019-05-25,49,,
Denver,2019-05-26,44,0,
Denver,2019-05-27,43,0,
Denver,2019-05-28,83,1,
Denver,2019-05-29,65,0,
Denver,2019-05-30,83,0,
Denver,2019-05-31,87,,
Denver,2019-06-01,58,0,
Denver,2019-06-02,51,0,
Denver,2019-06-03,92,0,
Denver,2019-06-04,68,0,
Denver,2019-06-05,71,0,
Denver,2019-06-06,82,0,
Denver,2019-06-07,82,0,
Denver,2019-06-08,60,0,
Denver,2019-06-09,52,1,
Denver,2019-06-10,65,,
Denver,2019-06-11,79,0,
Denver,2019-06-12,69,0,
Denver,2019-06-13,74,0,
Denver,2019-06-14,75,0,
Denver,2019-06-15,72,1,
Denver,2019-06-16,58,0,
Denver,2019-06-17,67,0,
Denver,2019-06-18,63,0,
Denver,2019-06-19,80,0,
Denver,2019-06-20,83,1,
Denver,2019-06-21,67,0,
Denver,2019-06-22,46,0,
Denver,2019-06-23,47,0,
Denver,2019-06-24,80,0,
Denver,2019-06-25,81,0,
Denver,2019-06-26,74,1,
Denver,2019-06-27,71,0,
Denver,2019-06-28,93,1,
Denver,2019-06-29,54,0,
Denver,2019-06-30,56,0,
Denver,2019-07-01,57,0,
Denver,2019-07-02,73,,
Denver,2019-07-03,91,0,
Denver,2019-07-04,38,,
Denver,2019-07-05,46,0,
Denver,2019-07-06,48,0,
Denver,2019-07-07,29,2,
Denver,2019-07-08,73,0,
Denver,2019-07-09,70,0,
Denver,2019-07-10,82,0,
Denver,2019-07-11,61,1,
Denver,2019-07-12,100,2,
Denver,2019-07-13,68,0,
Denver,2019-07-14,40,0,
Denver,2019-07-15,77,1,
Denver,2019-07-16,85,0,
Denver,2019-07-17,65,0,
Denver,2019-07-18,77,0,
Denver,2019-07-19,79,1,
Denver,2019-07-20,72,1,
Denver,2019-07-21,37,0,
Denver,2019-07-22,68,0,
Denver,2019-07-23,71,0,
Denver,2019-07-24,81,1,
Denver,2019-07-25,83,0,
Denver,2019-07-26,72,,
Denver,2019-07-27,55,0,
Denver,2019-07-28,55,0,
Denver,2019-07-29,82,0,
Denver,2019-07-30,72,0,
Denver,2019-07-31,81,0,
Denver,2019-08-01,63,0,
Denver,2019-08-02,86,0,
Denver,2019-08-03,71,0,
Denver,2019-08-04,53,3,
Denver,2019-08-05,76,0,
Denver,2019-08-06,80,0,
Denver,2019-08-07,66,0,
Denver,2019-08-08,69,0,
Denver,2019-08-09,86,0,
Denver,2019-08-10,55,0,
Denver,2019-08-11,54,0,
Denver,2019-08-12,66,0,
Denver,2019-08-13,73,0,
Denver,2019-08-14,86,2,
Denver,2019-08-15,82,0,
Denver,2019-08-16,79,0,
Denver,2019-08-17,47,,
Denver,2019-08-18,58,1,
Denver,2019-08-19,72,0,
Denver,2019-08-20,88,0,
Denver,2019-08-21,71,0,
Denver,2019-08-22,85,0,
Denver,2019-08-23,75,0,
Denver,2019-08-24,51,0,
Denver,2019-08-25,47,0,
Denver,2019-08-26,72,0,
Denver,2019-08-27,85,0,
Denver,2019-08-28,91,0,
Denver,2019-08-29,84,0,
Denver,2019-08-30,78,1,
Denver,2019-08-31,52,0,
Denver,2019-09-01,49,1,
Denver,2019-09-02,29,0,
Denver,2019-09-03,81,0,
Denver,2019-09-04,74,0,
Denver,2019-09-05,85,,
Denver,2019-09-06,76,0,
Denver,2019-09-07,36,0,
Denver,2019-09-08,46,1,
Denver,2019-09-09,67,0,
Denver,2019-09-10,83,0,
Denver,2019-09-11,77,0,
Denver,2019-09-12,86,0,
Denver,2019-09-13,90,,
Denver,2019-09-14,62,1,
Denver,2019-09-15,57,0,
Denver,2019-09-16,81,,
Denver,2019-09-17,77,0,
Denver,2019-09-18,79,0,
Denver,2019-09-19,103,0,
Denver,2019-09-20,96,0,
Denver,2019-09-21,69,0,
Denver,2019-09-22,53,0,
Denver,2019-09-23,64,0,
Denver,2019-09-24,94,0,
Denver,2019-09-25,82,1,
Denver,2019-09-26,87,0,
Denver,2019-09-27,71,0,
Denver,2019-09-28,65,0,
Denver,2019-09-29,61,0,
Denver,2019-09-30,71,0,
Denver,2019-10-01,80,0,
Denver,2019-10-02,93,0,
Denver,2019-10-03,88,0,
Denver,2019-10-04,96,0,
Denver,2019-10-05,56,0,
Denver,2019-10-06,43,0,
Denver,2019-10-07,86,1,
Denver,2019-10-08,80,0,
Denver,2019-10-09,81,0,
Denver,2019-10-10,111,0,
Denver,2019-10-11,91,0,
Denver,2019-10-12,60,0,
Denver,2019-10-13,42,0,
Denver,2019-10-14,68,0,
Denver,2019-10-15,74,0,
Denver,2019-10-16,73,0,
Denver,2019-10-17,91,0,
Denver,2019-10-18,71,0,
Denver,2019-10-19,63,0,
Denver,2019-10-20,45,0,
Denver,2019-10-21,76,0,
Denver,2019-10-22,73,0,
Denver,2019-10-23,63,0,
Denver,2019-10-24,82,1,
Denver,2019-10-25,89,0,
Denver,2019-10-26,68,0,
Denver,2019-10-27,53,0,
Denver,2019-10-28,76,0,
Denver,2019-10-29,53,0,
Denver,2019-10-30,65,0,
Denver,2019-10-31,100,0,
Denver,2019-11-01,70,0,
Denver,2019-11-02,47,0,
Denver,2019-11-03,37,0,
Denver,2019-11-04,63,0,
Denver,2019-11-05,87,0,
Denver,2019-11-06,60,0,
Denver,2019-11-07,71,0,
Denver,2019-11-08,91,,
Denver,2019-11-09,61,0,
Denver,2019-11-10,52,0,
Denver,2019-11-11,61,0,
Denver,2019-11-12,95,0,
Denver,2019-11-13,72,0,
Denver,2019-11-14,91,0,
Denver,2019-11-15,72,0,
Denver,2019-11-16,63,1,
Denver,2019-11-17,48,0,
Denver,2019-11-18,83,,
Denver,2019-11-19,71,0,
Denver,2019-11-20,62,0,
Denver,2019-11-21,62,0,
Denver,2019-11-22,98,0,
Denver,2019-11-23,48,0,
Denver,2019-11-24,47,1,
Denver,2019-11-25,58,0,
Denver,2019-11-26,36,0,
Denver,2019-11-27,80,0,
Denver,2019-11-28,43,0,
Denver,2019-11-29,71,0,
Denver,2019-11-30,43,0,
Denver,2019-12-01,52,0,
Denver,2019-12-02,96,0,
Denver,2019-12-03,72,0,
Denver,2019-12-04,67,0,
Denver,2019-12-05,65,0,
Denver,2019-12-06,114,,
Denver,2019-12-07,51,0,
Denver,2019-12-08,42,0,
Denver,2019-12-09,67,0,
Denver,2019-12-10,64,0,
Denver,2019-12-11,92,1,
Denver,2019-12-12,74,0,
Denver,2019-12-13,80,0,
Denver,2019-12-14,53,0,
Denver,2019-12-15,39,0,
Denver,2019-12-16,65,0,
Denver,2019-12-17,69,1,
Denver,2019-12-18,64,,
Denver,2019-12-19,56,0,
Denver,2019-12-20,79,0,
Denver,2019-12-21,45,,
Denver,2019-12-22,49,0,
Denver,2019-12-23,45,0,
Denver,2019-12-24,29,0,
Denver,2019-12-25,16,,
Denver,2019-12-26,64,0,
Denver,2019-12-27,43,0,
Denver,2019-12-28,75,0,
Denver,2019-12-29,63,0,
Denver,2019-12-30,69,0,
Denver,2019-12-31,62,0,
Denver,2020-01-01,32,0,
Denver,2020-01-02,53,0,
Denver,2020-01-03,64,0,
Denver,2020-01-04,30,0,
Denver,2020-01-05,39,0,
Denver,2020-01-06,67,0,
Denver,2020-01-07,60,0,
Denver,2020-01-08,71,0,
Denver,2020-01-09,76,0,
Denver,2020-01-10,76,1,
Denver,2020-01-11,49,0,
Denver,2020-01-12,45,0,
Denver,2020-01-13,65,0,
Denver,2020-01-14,62,0,
Denver,2020-01-15,81,1,
Denver,2020-01-16,73,,
Denver,2020-01-17,69,,
Denver,2020-01-18,55,1,
Denver,2020-01-19,43,0,
Denver,2020-01-20,43,0,
Denver,2020-01-21,61,0,
Denver,2020-01-22,68,0,
Denver,2020-01-23,57,0,
Denver,2020-01-24,74,0,
Denver,2020-01-25,51,0,
Denver,2020-01-26,45,0,
Denver,2020-01-27,55,0,
Denver,2020-01-28,68,,
Denver,2020-01-29,71,0,
Denver,2020-01-30,75,0,
Denver,2020-01-31,79,,
Denver,2020-02-01,52,0,
Denver,2020-02-02,38,0,
Denver,2020-02-03,95,0,
Denver,2020-02-04,65,0,
Denver,2020-02-05,104,,
Denver,2020-02-06,66,0,
Denver,2020-02-07,96,0,
Denver,2020-02-08,80,0,
Denver,2020-02-09,57,0,
Denver,2020-02-10,75,0,
Denver,2020-02-11,93,0,
Denver,2020-02-12,74,0,
Denver,2020-02-13,100,,
Denver,2020-02-14,78,0,
Denver,2020-02-15,51,0,
Denver,2020-02-16,36,2,
Denver,2020-02-17,51,0,
Denver,2020-02-18,49,0,
Denver,2020-02-19,65,0,
Denver,2020-02-20,79,0,
Denver,2020-02-21,82,0,
Denver,2020-02-22,67,0,
Denver,2020-02-23,34,0,
Denver,2020-02-24,61,0,
Denver,2020-02-25,60,,
Denver,2020-02-26,61,0,
Denver,2020-02-27,68,0,
Denver,2020-02-28,81,,
Denver,2020-02-29,44,0,
Denver,2020-03-01,53,0,
Denver,2020-03-02,82,0,
Denver,2020-03-03,59,1,
Denver,2020-03-04,58,0,
Denver,2020-03-05,77,0,
Denver,2020-03-06,65,0,
Denver,2020-03-07,49,1,
Denver,2020-03-08,50,0,
Denver,2020-03-09,51,0,
Denver,2020-03-10,45,0,
Denver,2020-03-11,52,0,
Denver,2020-03-12,50,0,
Denver,2020-03-13,45,0,
Denver,2020-03-14,33,1,
Denver,2020-03-15,22,0,
Denver,2020-03-16,24,,
Denver,2020-03-17,32,1,
Denver,2020-03-18,24,0,
Denver,2020-03-19,38,0,
Denver,2020-03-20,39,0,
Denver,2020-03-21,15,0,
Denver,2020-03-22,25,0,
Denver,2020-03-23,22,0,
Denver,2020-03-24,16,1,
Denver,2020-03-25,19,0,
Denver,2020-03-26,22,0,
Denver,2020-03-27,14,1,
Denver,2020-03-28,10,0,
Denver,2020-03-29,18,0,
Denver,2020-03-30,11,0,
Denver,2020-03-31,17,0,
Denver,2020-04-01,16,0,
Denver,2020-04-02,14,0,
Denver,2020-04-03,29,0,
Denver,2020-04-04,11,0,
Denver,2020-04-05,13,0,
Denver,2020-04-06,14,0,
Denver,2020-04-07,14,0,
Denver,2020-04-08,19,0,
Denver,2020-04-09,16,0,
Denver,2020-04-10,15,0,
Denver,2020-04-11,16,0,
Denver,2020-04-12,6,0,
Denver,2020-04-13,18,0,
Denver,2020-04-14,23,,
Denver,2020-04-15,14,0,
Denver,2020-04-16,32,,
Denver,2020-04-17,27,0,
Denver,2020-04-18,13,0,
Denver,2020-04-19,21,0,
Denver,2020-04-20,21,0,
Denver,2020-04-21,20,0,
Denver,2020-04-22,15,0,
Denver,2020-04-23,21,0,
Denver,2020-04-24,22,,
Denver,2020-04-25,21,0,
Denver,2020-04-26,14,0,
Denver,2020-04-27,21,0,
Denver,2020-04-28,24,0,
Denver,2020-04-29,20,0,
Denver,2020-04-30,16,0,
Denver,2020-05-01,23,0,
Denver,2020-05-02,17,,
Denver,2020-05-03,13,,
Denver,2020-05-04,26,,
Denver,2020-05-05,21,0,
Denver,2020-05-06,20,,
Denver,2020-05-07,28,,
Denver,2020-05-08,28,,
Denver,2020-05-09,20,0,
Denver,2020-05-10,20,0,
Denver,2020-05-11,20,,
Denver,2020-05-12,34,0,
Denver,2020-05-13,32,,
Denver,2020-05-14,37,,
Denver,2020-05-15,38,,
Denver,2020-05-16,32,,
Denver,2020-05-17,27,0,
Denver,2020-05-18,24,0,
Denver,2020-05-19,22,1,
Denver,2020-05-20,32,0,
Denver,2020-05-21,15,,
Denver,2020-05-22,30,,
Denver,2020-05-23,28,0,
Denver,2020-05-24,18,,
Denver,2020-05-25,15,,
Denver,2020-05-26,36,,
Denver,2020-05-27,27,,
Denver,2020-05-28,37,,
Denver,2020-05-29,24,0,
Denver,2020-05-30,22,,
Denver,2020-05-31,23,,
Denver,2020-06-01,31,,
Denver,2020-06-02,29,,
Denver,2020-06-03,27,,
Denver,2020-06-04,31,,
Denver,2020-06-05,34,,
Denver,2020-06-06,17,,
Denver,2020-06-07,34,,
Denver,2020-06-08,22,,
Denver,2020-06-09,27,,
Denver,2020-06-10,24,,
Denver,2020-06-11,40,,
Denver,2020-06-12,38,,
Denver,2020-06-13,27,,
Denver,2020-06-14,34,,
Denver,2020-06-15,30,,
Denver,2020-06-16,42,,
Denver,2020-06-17,33,,
Denver,2020-06-18,29,,
Denver,2020-06-19,32,,
Denver,2020-06-20,22,,
Denver,2020-06-21,27,,
Denver,2020-06-22,40,,
Denver,2020-06-23,34,,
Los Angeles,2010-01-01,122,,
Los Angeles,2010-01-02,79,,
Los Angeles,2010-01-03,99,,
Los Angeles,2010-01-04,102,,
Los Angeles,2010-01-05,112,,
Los Angeles,2010-01-06,103,,
Los Angeles,2010-01-07,87,,
Los Angeles,2010-01-08,120,,
Los Angeles,2010-01-09,103,,
Los Angeles,2010-01-10,94,,
Los Angeles,2010-01-11,104,,
Los Angeles,2010-01-12,105,,
Los Angeles,2010-01-13,129,,
Los Angeles,2010-01-14,151,,
Los Angeles,2010-01-15,140,,
Los Angeles,2010-01-16,129,,
Los Angeles,2010-01-17,159,,
Los Angeles,2010-01-18,128,,
Los Angeles,2010-01-19,137,,
Los Angeles,2010-01-20,120,,
Los Angeles,2010-01-21,139,,
Los Angeles,2010-01-22,166,,
Los Angeles,2010-01-23,106,,
Los Angeles,2010-01-24,121,,
Los Angeles,2010-01-25,128,,
Los Angeles,2010-01-26,121,,
Los Angeles,2010-01-27,132,,
Los Angeles,2010-01-28,125,,
Los Angeles,2010-01-29,127,,
Los Angeles,2010-01-30,127,,
Los Angeles,2010-01-31,108,,
Los Angeles,2010-02-01,118,,
Los Angeles,2010-02-02,129,,
Los Angeles,2010-02-03,131,,
Los Angeles,2010-02-04,127,,
Los Angeles,2010-02-05,202,,
Los Angeles,2010-02-06,135,,
Los Angeles,2010-02-07,127,,
Los Angeles,2010-02-08,110,,
Los Angeles,2010-02-09,127,,
Los Angeles,2010-02-10,107,,
Los Angeles,2010-02-11,98,,
Los Angeles,2010-02-12,138,,
Los Angeles,2010-02-13,122,,
Los Angeles,2010-02-14,133,,
Los Angeles,2010-02-15,80,,
Los Angeles,2010-02-16,126,,
Los Angeles,2010-02-17,142,,
Los Angeles,2010-02-18,107,,
Los Angeles,2010-02-19,141,,
Los Angeles,2010-02-20,124,,
Los Angeles,2010-02-21,102,,
Los Angeles,2010-02-22,113,,
Los Angeles,2010-02-23,103,,
Los Angeles,2010-02-24,133,,
Los Angeles,2010-02-25,126,,
Los Angeles,2010-02-26,140,,
Los Angeles,2010-02-27,146,,
Los Angeles,2010-02-28,105,,
Los Angeles,2010-03-01,106,,
Los Angeles,2010-03-02,102,,
Los Angeles,2010-03-03,130,,
Los Angeles,2010-03-04,143,,
Los Angeles,2010-03-05,132,,
Los Angeles,2010-03-06,169,,
Los Angeles,2010-03-07,131,,
Los Angeles,2010-03-08,113,,
Los Angeles,2010-03-09,113,,
Los Angeles,2010-03-10,122,,
Los Angeles,2010-03-11,108,,
Los Angeles,2010-03-12,137,,
Los Angeles,2010-03-13,141,,
Los Angeles,2010-03-14,110,,
Los Angeles,2010-03-15,141,,
Los Angeles,2010-03-16,125,,
Los Angeles,2010-03-17,129,,
Los Angeles,2010-03-18,120,,
Los Angeles,2010-03-19,142,,
Los Angeles,2010-03-20,151,,
Los Angeles,2010-03-21,103,,
Los Angeles,2010-03-22,143,,
Los Angeles,2010-03-23,113,,
Los Angeles,2010-03-24,130,,
Los Angeles,2010-03-25,129,,
Los Angeles,2010-03-26,130,,
Los Angeles,2010-03-27,147,,
Los Angeles,2010-03-28,116,,
Los Angeles,2010-03-29,112,,
Los Angeles,2010-03-30,101,,
Los Angeles,2010-03-31,111,,
Los Angeles,2010-04-01,126,,
Los Angeles,2010-04-02,133,,
Los Angeles,2010-04-03,129,,
Los Angeles,2010-04-04,108,,
Los Angeles,2010-04-05,131,,
Los Angeles,2010-04-06,103,,
Los Angeles,2010-04-07,128,,
Los Angeles,2010-04-08,104,,
Los Angeles,2010-04-09,120,,
Los Angeles,2010-04-10,107,,
Los Angeles,2010-04-11,106,,
Los Angeles,2010-04-12,130,,
Los Angeles,2010-04-13,138,,
Los Angeles,2010-04-14,114,,
Los Angeles,2010-04-15,108,,
Los Angeles,2010-04-16,146,,
Los Angeles,2010-04-17,122,,
Los Angeles,2010-04-18,114,,
Los Angeles,2010-04-19,122,,
Los Angeles,2010-04-20,158,,
Los Angeles,2010-04-21,114,,
Los Angeles,2010-04-22,116,,
Los Angeles,2010-04-23,118,,
Los Angeles,2010-04-24,129,,
Los Angeles,2010-04-25,115,,
Los Angeles,2010-04-26,118,,
Los Angeles,2010-04-27,115,,
Los Angeles,2010-04-28,133,,
Los Angeles,2010-04-29,107,,
Los Angeles,2010-04-30,158,,
Los Angeles,2010-05-01,140,,
Los Angeles,2010-05-02,128,,
Los Angeles,2010-05-03,127,,
Los Angeles,2010-05-04,129,,
Los Angeles,2010-05-05,104,,
Los Angeles,2010-05-06,122,,
Los Angeles,2010-05-07,140,,
Los Angeles,2010-05-08,146,,
Los Angeles,2010-05-09,110,,
Los Angeles,2010-05-10,132,,
Los Angeles,2010-05-11,111,,
Los Angeles,2010-05-12,111,,
Los Angeles,2010-05-13,125,,
Los Angeles,2010-05-14,133,,
Los Angeles,2010-05-15,129,,
Los Angeles,2010-05-16,112,,
Los Angeles,2010-05-17,98,,
Los Angeles,2010-05-18,139,,
Los Angeles,2010-05-19,118,,
Los Angeles,2010-05-20,124,,
Los Angeles,2010-05-21,142,,
Los Angeles,2010-05-22,133,,
Los Angeles,2010-05-23,96,,
Los Angeles,2010-05-24,126,,
Los Angeles,2010-05-25,106,,
Los Angeles,2010-05-26,123,,
Los Angeles,2010-05-27,113,,
Los Angeles,2010-05-28,137,,
Los Angeles,2010-05-29,114,,
Los Angeles,2010-05-30,121,,
Los Angeles,2010-05-31,120,,
Los Angeles,2010-06-01,140,,
Los Angeles,2010-06-02,129,,
Los Angeles,2010-06-03,119,,
Los Angeles,2010-06-04,116,,
Los Angeles,2010-06-05,131,,
Los Angeles,2010-06-06,115,,
Los Angeles,2010-06-07,117,,
Los Angeles,2010-06-08,126,,
Los Angeles,2010-06-09,119,,
Los Angeles,2010-06-10,107,,
Los Angeles,2010-06-11,117,,
Los Angeles,2010-06-12,113,,
Los Angeles,2010-06-13,124,,
Los Angeles,2010-06-14,100,,
Los Angeles,2010-06-15,127,,
Los Angeles,2010-06-16,112,,
Los Angeles,2010-06-17,148,,
Los Angeles,2010-06-18,144,,
Los Angeles,2010-06-19,121,,
Los Angeles,2010-06-20,109,,
Los Angeles,2010-06-21,123,,
Los Angeles,2010-06-22,110,,
Los Angeles,2010-06-23,126,,
Los Angeles,2010-06-24,125,,
Los Angeles,2010-06-25,129,,
Los Angeles,2010-06-26,119,,
Los Angeles,2010-06-27,126,,
Los Angeles,2010-06-28,125,,
Los Angeles,2010-06-29,113,,
Los Angeles,2010-06-30,104,,
Los Angeles,2010-07-01,138,,
Los Angeles,2010-07-02,137,,
Los Angeles,2010-07-03,110,,
Los Angeles,2010-07-04,114,,
Los Angeles,2010-07-05,103,,
Los Angeles,2010-07-06,110,,
Los Angeles,2010-07-07,106,,
Los Angeles,2010-07-08,101,,
Los Angeles,2010-07-09,118,,
Los Angeles,2010-07-10,122,,
Los Angeles,2010-07-11,117,,
Los Angeles,2010-07-12,113,,
Los Angeles,2010-07-13,118,,
Los Angeles,2010-07-14,125,,
Los Angeles,2010-07-15,144,,
Los Angeles,2010-07-16,132,,
Los Angeles,2010-07-17,124,,
Los Angeles,2010-07-18,126,,
Los Angeles,2010-07-19,120,,
Los Angeles,2010-07-20,122,,
Los Angeles,2010-07-21,124,,
Los Angeles,2010-07-22,120,,
Los Angeles,2010-07-23,140,,
Los Angeles,2010-07-24,127,,
Los Angeles,2010-07-25,119,,
Los Angeles,2010-07-26,103,,
Los Angeles,2010-07-27,128,,
Los Angeles,2010-07-28,114,,
Los Angeles,2010-07-29,116,,
Los Angeles,2010-07-30,133,,
Los Angeles,2010-07-31,134,,
Los Angeles,2010-08-01,117,,
Los Angeles,2010-08-02,111,,
Los Angeles,2010-08-03,130,,
Los Angeles,2010-08-04,134,,
Los Angeles,2010-08-05,125,,
Los Angeles,2010-08-06,129,,
Los Angeles,2010-08-07,114,,
Los Angeles,2010-08-08,102,,
Los Angeles,2010-08-09,119,,
Los Angeles,2010-08-10,133,,
Los Angeles,2010-08-11,112,,
Los Angeles,2010-08-12,120,,
Los Angeles,2010-08-13,132,,
Los Angeles,2010-08-14,132,,
Los Angeles,2010-08-15,102,,
Los Angeles,2010-08-16,109,,
Los Angeles,2010-08-17,125,,
Los Angeles,2010-08-18,103,,
Los Angeles,2010-08-19,108,,
Los Angeles,2010-08-20,140,,
Los Angeles,2010-08-21,135,,
Los Angeles,2010-08-22,122,,
Los Angeles,2010-08-23,132,,
Los Angeles,2010-08-24,123,,
Los Angeles,2010-08-25,100,,
Los Angeles,2010-08-26,104,,
Los Angeles,2010-08-27,119,,
Los Angeles,2010-08-28,124,,
Los Angeles,2010-08-29,108,,
Los Angeles,2010-08-30,97,,
Los Angeles,2010-08-31,118,,
Los Angeles,2010-09-01,105,,
Los Angeles,2010-09-02,106,,
Los Angeles,2010-09-03,135,,
Los Angeles,2010-09-04,125,,
Los Angeles,2010-09-05,99,,
Los Angeles,2010-09-06,92,,
Los Angeles,2010-09-07,88,,
Los Angeles,2010-09-08,106,,
Los Angeles,2010-09-09,107,,
Los Angeles,2010-09-10,141,,
Los Angeles,2010-09-11,126,,
Los Angeles,2010-09-12,122,,
Los Angeles,2010-09-13,137,,
Los Angeles,2010-09-14,138,,
Los Angeles,2010-09-15,100,,
Los Angeles,2010-09-16,129,,
Los Angeles,2010-09-17,149,,
Los Angeles,2010-09-18,141,,
Los Angeles,2010-09-19,113,,
Los Angeles,2010-09-20,121,,
Los Angeles,2010-09-21,109,,
Los Angeles,2010-09-22,96,,
Los Angeles,2010-09-23,128,,
Los Angeles,2010-09-24,147,,
Los Angeles,2010-09-25,120,,
Los Angeles,2010-09-26,125,,
Los Angeles,2010-09-27,122,,
Los Angeles,2010-09-28,105,,
Los Angeles,2010-09-29,127,,
Los Angeles,2010-09-30,124,,
Los Angeles,2010-10-01,157,,
Los Angeles,2010-10-02,150,,
Los Angeles,2010-10-03,123,,
Los Angeles,2010-10-04,181,,
Los Angeles,2010-10-05,128,,
Los Angeles,2010-10-06,159,,
Los Angeles,2010-10-07,114,,
Los Angeles,2010-10-08,119,,
Los Angeles,2010-10-09,147,,
Los Angeles,2010-10-10,112,,
Los Angeles,2010-10-11,125,,
Los Angeles,2010-10-12,130,,
Los Angeles,2010-10-13,119,,
Los Angeles,2010-10-14,97,,
Los Angeles,2010-10-15,146,,
Los Angeles,2010-10-16,114,,
Los Angeles,2010-10-17,137,,
Los Angeles,2010-10-18,111,,
Los Angeles,2010-10-19,138,,
Los Angeles,2010-10-20,126,,
Los Angeles,2010-10-21,103,,
Los Angeles,2010-10-22,140,,
Los Angeles,2010-10-23,115,,
Los Angeles,2010-10-24,124,,
Los Angeles,2010-10-25,146,,
Los Angeles,2010-10-26,113,,
Los Angeles,2010-10-27,121,,
Los Angeles,2010-10-28,140,,
Los Angeles,2010-10-29,133,,
Los Angeles,2010-10-30,152,,
Los Angeles,2010-10-31,128,,
Los Angeles,2010-11-01,144,,
Los Angeles,2010-11-02,151,,
Los Angeles,2010-11-03,129,,
Los Angeles,2010-11-04,135,,
Los Angeles,2010-11-05,131,,
Los Angeles,2010-11-06,145,,
Los Angeles,2010-11-07,146,,
Los Angeles,2010-11-08,118,,
Los Angeles,2010-11-09,109,,
Los Angeles,2010-11-10,118,,
Los Angeles,2010-11-11,117,,
Los Angeles,2010-11-12,123,,
Los Angeles,2010-11-13,134,,
Los Angeles,2010-11-14,120,,
Los Angeles,2010-11-15,124,,
Los Angeles,2010-11-16,131,,
Los Angeles,2010-11-17,116,,
Los Angeles,2010-11-18,110,,
Los Angeles,2010-11-19,144,,
Los Angeles,2010-11-20,163,,
Los Angeles,2010-11-21,114,,
Los Angeles,2010-11-22,140,,
Los Angeles,2010-11-23,118,,
Los Angeles,2010-11-24,127,,
Los Angeles,2010-11-25,73,,
Los Angeles,2010-11-26,79,,
Los Angeles,2010-11-27,122,,
Los Angeles,2010-11-28,101,,
Los Angeles,2010-11-29,131,,
Los Angeles,2010-11-30,112,,
Los Angeles,2010-12-01,134,,
Los Angeles,2010-12-02,127,,
Los Angeles,2010-12-03,141,,
Los Angeles,2010-12-04,128,,
Los Angeles,2010-12-05,121,,
Los Angeles,2010-12-06,128,,
Los Angeles,2010-12-07,131,,
Los Angeles,2010-12-08,128,,
Los Angeles,2010-12-09,127,,
Los Angeles,2010-12-10,163,,
Los Angeles,2010-12-11,132,,
Los Angeles,2010-12-12,136,,
Los Angeles,2010-12-13,122,,
Los Angeles,2010-12-14,110,,
Los Angeles,2010-12-15,120,,
Los Angeles,2010-12-16,129,,
Los Angeles,2010-12-17,219,,
Los Angeles,2010-12-18,183,,
Los Angeles,2010-12-19,169,,
Los Angeles,2010-12-20,160,,
Los Angeles,2010-12-21,165,,
Los Angeles,2010-12-22,138,,
Los Angeles,2010-12-23,133,,
Los Angeles,2010-12-24,103,,
Los Angeles,2010-12-25,96,,
Los Angeles,2010-12-26,95,,
Los Angeles,2010-12-27,101,,
Los Angeles,2010-12-28,97,,
Los Angeles,2010-12-29,94,,
Los Angeles,2010-12-30,121,,
Los Angeles,2010-12-31,122,,
Los Angeles,2011-01-01,123,,
Los Angeles,2011-01-02,90,,
Los Angeles,2011-01-03,87,,
Los Angeles,2011-01-04,106,,
Los Angeles,2011-01-05,116,,
Los Angeles,2011-01-06,112,,
Los Angeles,2011-01-07,118,,
Los Angeles,2011-01-08,102,,
Los Angeles,2011-01-09,96,,
Los Angeles,2011-01-10,105,,
Los Angeles,2011-01-11,98,,
Los Angeles,2011-01-12,126,,
Los Angeles,2011-01-13,126,,
Los Angeles,2011-01-14,141,,
Los Angeles,2011-01-15,115,,
Los Angeles,2011-01-16,117,,
Los Angeles,2011-01-17,107,,
Los Angeles,2011-01-18,137,,
Los Angeles,2011-01-19,124,,
Los Angeles,2011-01-20,131,,
Los Angeles,2011-01-21,135,,
Los Angeles,2011-01-22,114,,
Los Angeles,2011-01-23,110,,
Los Angeles,2011-01-24,104,,
Los Angeles,2011-01-25,91,,
Los Angeles,2011-01-26,109,,
Los Angeles,2011-01-27,102,,
Los Angeles,2011-01-28,109,,
Los Angeles,2011-01-29,120,,
Los Angeles,2011-01-30,102,,
Los Angeles,2011-01-31,133,,
Los Angeles,2011-02-01,121,,
Los Angeles,2011-02-02,112,,
Los Angeles,2011-02-03,129,,
Los Angeles,2011-02-04,150,,
