city,date,n,no_killed,no_injured
New York,2014-01-09,561,0,100
New York,2014-01-10,667,3,191
New York,2014-01-11,465,2,157
New York,2014-01-12,388,1,96
New York,2014-01-13,568,0,164
New York,2014-01-14,559,0,186
New York,2014-01-15,583,0,118
New York,2014-01-16,521,0,141
New York,2014-01-17,589,1,139
New York,2014-01-18,448,2,130
New York,2014-01-19,380,2,134
New York,2014-01-20,360,1,72
New York,2014-01-21,1161,0,168
New York,2014-01-22,498,0,76
New York,2014-01-23,612,0,113
New York,2014-01-24,705,0,167
New York,2014-01-25,475,1,110
New York,2014-01-26,465,1,129
New York,2014-01-27,511,0,104
New York,2014-01-28,504,0,125
New York,2014-01-29,649,0,167
New York,2014-01-30,657,0,157
New York,2014-01-31,560,2,106
New York,2014-02-01,507,0,150
New York,2014-02-02,417,1,114
New York,2014-02-03,960,2,159
New York,2014-02-04,613,0,130
New York,2014-02-05,468,0,53
New York,2014-02-06,569,0,92
New York,2014-02-07,675,1,116
New York,2014-02-08,424,0,74
New York,2014-02-09,450,1,87
New York,2014-02-10,678,0,143
New York,2014-02-11,636,1,110
New York,2014-02-12,640,1,112
New York,2014-02-13,447,1,86
New York,2014-02-14,792,0,115
New York,2014-02-15,516,0,79
New York,2014-02-16,464,0,72
New York,2014-02-17,491,0,94
New York,2014-02-18,518,2,111
New York,2014-02-19,552,0,110
New York,2014-02-20,556,1,90
New York,2014-02-21,545,0,120
New York,2014-02-22,587,0,140
New York,2014-02-23,414,2,141
New York,2014-02-24,569,0,121
New York,2014-02-25,513,0,93
New York,2014-02-26,511,0,114
New York,2014-02-27,571,0,128
New York,2014-02-28,655,0,152
New York,2014-03-01,497,1,144
New York,2014-03-02,344,0,74
New York,2014-03-03,440,0,93
New York,2014-03-04,532,1,110
New York,2014-03-05,491,1,116
New York,2014-03-06,558,1,122
New York,2014-03-07,533,1,108
New York,2014-03-08,515,0,139
New York,2014-03-09,404,1,112
New York,2014-03-10,513,0,147
New York,2014-03-11,510,0,120
New York,2014-03-12,515,0,114
New York,2014-03-13,545,0,110
New York,2014-03-14,585,0,135
New York,2014-03-15,519,1,120
New York,2014-03-16,412,1,100
New York,2014-03-17,519,0,127
New York,2014-03-18,551,1,121
New York,2014-03-19,525,1,128
New York,2014-03-20,627,0,134
New York,2014-03-21,589,2,165
New York,2014-03-22,493,0,124
New York,2014-03-23,427,1,126
New York,2014-03-24,547,1,126
New York,2014-03-25,474,1,115
New York,2014-03-26,563,0,130
New York,2014-03-27,538,2,133
New York,2014-03-28,530,1,124
New York,2014-03-29,569,0,181
New York,2014-03-30,437,0,125
New York,2014-03-31,559,0,132
New York,2014-04-01,549,0,102
New York,2014-04-02,519,2,130
New York,2014-04-03,592,1,125
New York,2014-04-04,622,5,130
New York,2014-04-05,580,1,150
New York,2014-04-06,484,0,132
New York,2014-04-07,533,0,156
New York,2014-04-08,606,1,130
New York,2014-04-09,595,1,150
New York,2014-04-10,645,1,150
New York,2014-04-11,609,0,136
New York,2014-04-12,578,0,180
New York,2014-04-13,482,0,146
New York,2014-04-14,514,1,164
New York,2014-04-15,452,0,117
New York,2014-04-16,570,1,149
New York,2014-04-17,508,1,97
New York,2014-04-18,496,0,97
New York,2014-04-19,525,0,150
New York,2014-04-20,393,0,108
New York,2014-04-21,521,1,111
New York,2014-04-22,459,0,119
New York,2014-04-23,536,1,117
New York,2014-04-24,586,0,138
New York,2014-04-25,617,0,142
New York,2014-04-26,548,2,128
New York,2014-04-27,449,0,164
New York,2014-04-28,597,1,147
New York,2014-04-29,555,0,117
New York,2014-04-30,651,2,166
New York,2014-05-01,650,1,171
New York,2014-05-02,698,0,162
New York,2014-05-03,590,1,153
New York,2014-05-04,451,1,139
New York,2014-05-05,618,1,159
New York,2014-05-06,565,1,148
New York,2014-05-07,603,0,154
New York,2014-05-08,596,1,131
New York,2014-05-09,584,0,123
New York,2014-05-10,549,1,153
New York,2014-05-11,584,2,165
New York,2014-05-12,581,1,150
New York,2014-05-13,560,1,128
New York,2014-05-14,638,1,173
New York,2014-05-15,659,0,176
New York,2014-05-16,700,1,159
New York,2014-05-17,619,0,143
New York,2014-05-18,507,0,143
New York,2014-05-19,572,3,151
New York,2014-05-20,650,0,179
New York,2014-05-21,575,3,117
New York,2014-05-22,593,1,127
New York,2014-05-23,660,1,185
New York,2014-05-24,486,1,148
New York,2014-05-25,472,1,147
New York,2014-05-26,433,1,130
New York,2014-05-27,645,1,162
New York,2014-05-28,538,0,82
New York,2014-05-29,663,0,185
New York,2014-05-30,650,0,164
New York,2014-05-31,587,1,153
New York,2014-06-01,604,0,187
New York,2014-06-02,643,3,164
New York,2014-06-03,663,0,131
New York,2014-06-04,582,1,136
New York,2014-06-05,569,2,132
New York,2014-06-06,743,1,196
New York,2014-06-07,623,1,192
New York,2014-06-08,516,0,204
New York,2014-06-09,528,1,140
New York,2014-06-10,569,2,124
New York,2014-06-11,576,0,143
New York,2014-06-12,563,0,158
New York,2014-06-13,708,3,190
New York,2014-06-14,613,0,135
New York,2014-06-15,475,1,180
New York,2014-06-16,622,0,179
New York,2014-06-17,666,0,190
New York,2014-06-18,663,0,150
New York,2014-06-19,675,0,164
New York,2014-06-20,765,2,211
New York,2014-06-21,557,1,174
New York,2014-06-22,477,0,144
New York,2014-06-23,644,0,156
New York,2014-06-24,632,0,150
New York,2014-06-25,646,2,175
New York,2014-06-26,670,0,195
New York,2014-06-27,660,0,158
New York,2014-06-28,611,1,197
New York,2014-06-29,537,1,167
New York,2014-06-30,610,0,164
New York,2014-07-01,616,0,149
New York,2014-07-02,658,3,155
New York,2014-07-03,740,1,203
New York,2014-07-04,360,1,118
New York,2014-07-05,505,1,219
New York,2014-07-06,451,1,148
New York,2014-07-07,614,0,169
New York,2014-07-08,594,0,140
New York,2014-07-09,569,2,112
New York,2014-07-10,584,1,136
New York,2014-07-11,642,0,178
New York,2014-07-12,550,0,137
New York,2014-07-13,439,1,147
New York,2014-07-14,567,3,145
New York,2014-07-15,587,0,138
New York,2014-07-16,551,0,137
New York,2014-07-17,587,0,124
New York,2014-07-18,624,2,156
New York,2014-07-19,480,0,154
New York,2014-07-20,451,2,125
New York,2014-07-21,557,0,130
New York,2014-07-22,587,0,154
New York,2014-07-23,591,1,130
New York,2014-07-24,539,2,148
New York,2014-07-25,653,2,178
New York,2014-07-26,534,0,148
New York,2014-07-27,476,3,167
New York,2014-07-28,595,1,151
New York,2014-07-29,526,1,124
New York,2014-07-30,605,0,147
New York,2014-07-31,626,1,138
New York,2014-08-01,667,3,168
New York,2014-08-02,540,2,146
New York,2014-08-03,476,0,122
New York,2014-08-04,589,0,176
New York,2014-08-05,606,1,174
New York,2014-08-06,562,1,120
New York,2014-08-07,585,0,156
New York,2014-08-08,601,0,162
New York,2014-08-09,538,0,152
New York,2014-08-10,512,0,166
New York,2014-08-11,604,0,144
New York,2014-08-12,491,1,126
New York,2014-08-13,572,1,156
New York,2014-08-14,625,0,162
New York,2014-08-15,522,1,99
New York,2014-08-16,490,0,143
New York,2014-08-17,476,1,154
New York,2014-08-18,595,2,128
New York,2014-08-19,516,0,134
New York,2014-08-20,551,0,123
New York,2014-08-21,567,0,147
New York,2014-08-22,568,0,157
New York,2014-08-23,454,0,132
New York,2014-08-24,437,1,134
New York,2014-08-25,549,0,129
New York,2014-08-26,608,0,158
New York,2014-08-27,538,1,133
New York,2014-08-28,618,3,149
New York,2014-08-29,631,2,155
New York,2014-08-30,510,2,125
New York,2014-08-31,495,0,148
New York,2014-09-01,392,1,121
New York,2014-09-02,700,0,144
New York,2014-09-03,580,1,148
New York,2014-09-04,727,2,152
New York,2014-09-05,647,1,134
New York,2014-09-06,553,0,138
New York,2014-09-07,477,3,147
New York,2014-09-08,598,0,135
New York,2014-09-09,592,0,135
New York,2014-09-10,618,1,157
New York,2014-09-11,619,0,131
New York,2014-09-12,730,4,214
New York,2014-09-13,558,0,165
New York,2014-09-14,528,0,155
New York,2014-09-15,610,0,144
New York,2014-09-16,613,1,153
New York,2014-09-17,658,1,158
New York,2014-09-18,650,3,177
New York,2014-09-19,648,0,143
New York,2014-09-20,594,0,159
New York,2014-09-21,515,1,166
New York,2014-09-22,662,1,176
New York,2014-09-23,592,2,135
New York,2014-09-24,566,0,106
New York,2014-09-25,491,2,108
New York,2014-09-26,643,0,175
New York,2014-09-27,600,0,175
New York,2014-09-28,512,3,144
New York,2014-09-29,566,0,123
New York,2014-09-30,589,1,147
New York,2014-10-01,559,1,133
New York,2014-10-02,558,0,115
New York,2014-10-03,719,1,230
New York,2014-10-04,531,0,157
New York,2014-10-05,505,0,150
New York,2014-10-06,639,1,152
New York,2014-10-07,620,1,184
New York,2014-10-08,639,1,150
New York,2014-10-09,499,0,121
New York,2014-10-10,541,1,130
New York,2014-10-11,546,0,181
New York,2014-10-12,473,1,161
New York,2014-10-13,451,0,138
New York,2014-10-14,697,1,179
New York,2014-10-15,575,0,143
New York,2014-10-16,602,0,175
New York,2014-10-17,648,3,162
New York,2014-10-18,494,0,167
New York,2014-10-19,483,0,160
New York,2014-10-20,591,1,136
New York,2014-10-21,607,0,132
New York,2014-10-22,708,0,191
New York,2014-10-23,639,1,151
New York,2014-10-24,669,1,156
New York,2014-10-25,515,0,139
New York,2014-10-26,515,2,134
New York,2014-10-27,642,0,184
New York,2014-10-28,571,0,114
New York,2014-10-29,556,2,144
New York,2014-10-30,626,2,116
New York,2014-10-31,668,0,142
New York,2014-11-01,656,1,202
New York,2014-11-02,532,0,136
New York,2014-11-03,625,3,157
New York,2014-11-04,538,2,127
New York,2014-11-05,554,1,150
New York,2014-11-06,652,1,153
New York,2014-11-07,641,0,171
New York,2014-11-08,543,2,132
New York,2014-11-09,419,1,101
New York,2014-11-10,560,0,136
New York,2014-11-11,493,0,123
New York,2014-11-12,546,1,161
New York,2014-11-13,696,3,159
New York,2014-11-14,654,0,165
New York,2014-11-15,529,1,142
New York,2014-11-16,429,0,114
New York,2014-11-17,666,1,167
New York,2014-11-18,712,0,149
New York,2014-11-19,633,1,141
New York,2014-11-20,635,2,113
New York,2014-11-21,677,0,162
New York,2014-11-22,512,0,170
New York,2014-11-23,425,0,129
New York,2014-11-24,722,3,155
New York,2014-11-25,599,1,125
New York,2014-11-26,742,0,185
New York,2014-11-27,378,0,127
New York,2014-11-28,444,0,117
New York,2014-11-29,394,1,93
New York,2014-11-30,377,1,81
New York,2014-12-01,644,0,144
New York,2014-12-02,611,1,135
New York,2014-12-03,569,1,128
New York,2014-12-04,606,0,161
New York,2014-12-05,673,1,184
New York,2014-12-06,628,0,165
New York,2014-12-07,493,1,136
New York,2014-12-08,579,0,114
New York,2014-12-09,645,1,154
New York,2014-12-10,649,0,165
New York,2014-12-11,669,0,151
New York,2014-12-12,687,0,148
New York,2014-12-13,594,1,138
New York,2014-12-14,439,1,130
New York,2014-12-15,720,0,166
New York,2014-12-16,645,1,170
New York,2014-12-17,555,1,139
New York,2014-12-18,621,0,121
New York,2014-12-19,652,0,157
New York,2014-12-20,505,0,113
New York,2014-12-21,409,0,87
New York,2014-12-22,566,1,110
New York,2014-12-23,732,1,172
New York,2014-12-24,519,0,139
New York,2014-12-25,303,0,92
New York,2014-12-26,446,0,86
New York,2014-12-27,406,0,126
New York,2014-12-28,349,0,113
New York,2014-12-29,411,1,104
New York,2014-12-30,469,0,86
New York,2014-12-31,461,1,95
New York,2015-01-01,395,1,130
New York,2015-01-02,442,0,93
New York,2015-01-03,456,1,137
New York,2015-01-04,381,1,109
New York,2015-01-05,498,2,144
New York,2015-01-06,777,0,142
New York,2015-01-07,538,0,151
New York,2015-01-08,573,0,117
New York,2015-01-09,751,2,153
New York,2015-01-10,481,0,112
New York,2015-01-11,341,0,66
New York,2015-01-12,580,0,157
New York,2015-01-13,613,1,142
New York,2015-01-14,506,1,115
New York,2015-01-15,548,0,123
New York,2015-01-16,563,1,114
New York,2015-01-17,495,1,110
New York,2015-01-18,961,0,228
New York,2015-01-19,496,1,102
New York,2015-01-20,500,0,92
New York,2015-01-21,495,0,80
New York,2015-01-22,508,0,98
New York,2015-01-23,598,2,117
New York,2015-01-24,428,0,66
New York,2015-01-25,406,0,107
New York,2015-01-26,484,0,80
New York,2015-01-27,188,0,21
New York,2015-01-28,458,0,89
New York,2015-01-29,519,1,90
New York,2015-01-30,622,0,101
New York,2015-01-31,526,1,99
New York,2015-02-01,361,0,65
New York,2015-02-02,680,0,122
New York,2015-02-03,740,1,140
New York,2015-02-04,585,1,123
New York,2015-02-05,569,0,98
New York,2015-02-06,652,0,98
New York,2015-02-07,449,0,116
New York,2015-02-08,394,0,85
New York,2015-02-09,547,2,111
New York,2015-02-10,571,0,114
New York,2015-02-11,610,1,131
New York,2015-02-12,526,0,110
New York,2015-02-13,757,0,147
New York,2015-02-14,436,0,69
New York,2015-02-15,454,0,87
New York,2015-02-16,402,0,74
New York,2015-02-17,620,1,109
New York,2015-02-18,626,1,123
New York,2015-02-19,515,1,78
New York,2015-02-20,621,3,114
New York,2015-02-21,517,0,93
New York,2015-02-22,519,1,117
New York,2015-02-23,574,1,93
New York,2015-02-24,580,0,107
New York,2015-02-25,628,0,138
New York,2015-02-26,539,1,92
New York,2015-02-27,703,2,120
New York,2015-02-28,538,0,131
New York,2015-03-01,693,1,134
New York,2015-03-02,650,1,125
New York,2015-03-03,631,0,95
New York,2015-03-04,574,0,78
New York,2015-03-05,830,0,91
New York,2015-03-06,939,0,142
New York,2015-03-07,578,1,106
New York,2015-03-08,464,0,115
New York,2015-03-09,661,1,155
New York,2015-03-10,584,0,144
New York,2015-03-11,565,0,132
New York,2015-03-12,586,0,112
New York,2015-03-13,609,0,158
New York,2015-03-14,507,0,137
New York,2015-03-15,459,0,94
New York,2015-03-16,529,1,99
New York,2015-03-17,528,1,106
New York,2015-03-18,547,1,113
New York,2015-03-19,582,0,110
New York,2015-03-20,570,4,154
New York,2015-03-21,507,0,117
New York,2015-03-22,432,0,125
New York,2015-03-23,586,0,100
New York,2015-03-24,601,1,120
New York,2015-03-25,538,1,154
New York,2015-03-26,525,0,132
New York,2015-03-27,532,0,84
New York,2015-03-28,459,0,90
New York,2015-03-29,505,0,102
New York,2015-03-30,556,0,138
New York,2015-03-31,628,0,117
New York,2015-04-01,648,3,140
New York,2015-04-02,653,2,130
New York,2015-04-03,491,0,109
New York,2015-04-04,507,0,135
New York,2015-04-05,422,3,128
New York,2015-04-06,510,0,110
New York,2015-04-07,452,0,105
New York,2015-04-08,457,0,82
New York,2015-04-09,452,1,87
New York,2015-04-10,486,0,128
New York,2015-04-11,576,0,130
New York,2015-04-12,443,1,129
New York,2015-04-13,554,0,126
New York,2015-04-14,542,0,115
New York,2015-04-15,595,0,148
New York,2015-04-16,560,1,113
New York,2015-04-17,679,0,181
New York,2015-04-18,605,2,182
New York,2015-04-19,471,0,139
New York,2015-04-20,630,1,138
New York,2015-04-21,645,1,142
New York,2015-04-22,568,0,113
New York,2015-04-23,612,0,120
New York,2015-04-24,676,0,150
New York,2015-04-25,592,1,156
New York,2015-04-26,477,2,141
New York,2015-04-27,558,0,118
New York,2015-04-28,613,2,123
New York,2015-04-29,679,0,175
New York,2015-04-30,640,1,131
New York,2015-05-01,642,1,148
New York,2015-05-02,540,0,132
New York,2015-05-03,555,1,153
New York,2015-05-04,641,1,156
New York,2015-05-05,638,0,138
New York,2015-05-06,568,1,102
New York,2015-05-07,684,0,151
New York,2015-05-08,709,1,172
New York,2015-05-09,560,1,124
New York,2015-05-10,549,2,193
New York,2015-05-11,645,1,173
New York,2015-05-12,684,1,176
New York,2015-05-13,655,1,157
New York,2015-05-14,654,1,172
New York,2015-05-15,723,1,161
New York,2015-05-16,650,1,180
New York,2015-05-17,543,1,199
New York,2015-05-18,566,0,115
New York,2015-05-19,606,1,139
New York,2015-05-20,666,1,151
New York,2015-05-21,615,1,131
New York,2015-05-22,727,1,170
New York,2015-05-23,546,0,137
New York,2015-05-24,432,1,126
New York,2015-05-25,420,3,121
New York,2015-05-26,686,3,144
New York,2015-05-27,697,1,159
New York,2015-05-28,682,0,171
New York,2015-05-29,813,0,217
New York,2015-05-30,622,1,182
New York,2015-05-31,555,1,176
New York,2015-06-01,691,0,147
New York,2015-06-02,642,1,158
New York,2015-06-03,658,2,175
New York,2015-06-04,552,2,134
New York,2015-06-05,692,0,150
New York,2015-06-06,598,0,177
New York,2015-06-07,559,0,164
New York,2015-06-08,634,1,163
New York,2015-06-09,652,0,142
New York,2015-06-10,667,0,191
New York,2015-06-11,666,0,137
New York,2015-06-12,451,0,115
New York,2015-06-13,395,0,123
New York,2015-06-14,578,2,158
New York,2015-06-15,506,1,98
New York,2015-06-16,593,0,145
New York,2015-06-17,706,0,174
New York,2015-06-18,615,1,163
New York,2015-06-19,732,0,141
New York,2015-06-20,505,1,160
New York,2015-06-21,620,0,192
New York,2015-06-22,774,1,188
New York,2015-06-23,703,1,168
New York,2015-06-24,778,1,157
New York,2015-06-25,670,0,148
New York,2015-06-26,774,0,191
New York,2015-06-27,595,2,153
New York,2015-06-28,535,2,155
New York,2015-06-29,662,2,143
New York,2015-06-30,622,0,148
New York,2015-07-01,683,4,178
New York,2015-07-02,603,1,131
New York,2015-07-03,549,0,145
New York,2015-07-04,389,1,129
New York,2015-07-05,467,0,127
New York,2015-07-06,598,2,133
New York,2015-07-07,646,0,175
New York,2015-07-08,620,1,125
New York,2015-07-09,567,1,150
New York,2015-07-10,709,0,188
New York,2015-07-11,597,0,152
New York,2015-07-12,521,1,149
New York,2015-07-13,668,1,182
New York,2015-07-14,657,0,139
New York,2015-07-15,611,0,150
New York,2015-07-16,686,0,169
New York,2015-07-17,659,1,149
New York,2015-07-18,561,1,139
New York,2015-07-19,545,1,155
New York,2015-07-20,727,0,175
New York,2015-07-21,606,0,131
New York,2015-07-22,618,1,149
New York,2015-07-23,623,0,167
New York,2015-07-24,490,1,115
New York,2015-07-25,451,0,122
New York,2015-07-26,551,1,191
New York,2015-07-27,626,0,146
New York,2015-07-28,643,1,153
New York,2015-07-29,629,1,167
New York,2015-07-30,717,0,159
New York,2015-07-31,753,0,189
New York,2015-08-01,668,1,169
New York,2015-08-02,550,1,155
New York,2015-08-03,705,0,181
New York,2015-08-04,666,0,151
New York,2015-08-05,619,3,170
New York,2015-08-06,630,0,158
New York,2015-08-07,726,1,185
New York,2015-08-08,545,1,129
New York,2015-08-09,489,1,160
New York,2015-08-10,611,1,154
New York,2015-08-11,601,0,153
New York,2015-08-12,643,1,124
New York,2015-08-13,714,0,197
New York,2015-08-14,729,0,173
New York,2015-08-15,582,0,133
New York,2015-08-16,552,1,161
New York,2015-08-17,592,1,168
New York,2015-08-18,623,0,148
New York,2015-08-19,594,2,128
New York,2015-08-20,600,3,153
New York,2015-08-21,753,0,174
New York,2015-08-22,581,0,150
New York,2015-08-23,492,0,146
New York,2015-08-24,575,0,120
New York,2015-08-25,595,1,137
New York,2015-08-26,606,1,136
New York,2015-08-27,614,0,154
New York,2015-08-28,609,0,152
New York,2015-08-29,539,2,150
New York,2015-08-30,563,1,169
New York,2015-08-31,614,0,162
New York,2015-09-01,626,0,140
New York,2015-09-02,654,0,163
New York,2015-09-03,665,0,131
New York,2015-09-04,643,1,150
New York,2015-09-05,541,0,150
New York,2015-09-06,504,1,160
New York,2015-09-07,485,1,154
New York,2015-09-08,795,0,178
New York,2015-09-09,740,1,155
New York,2015-09-10,716,0,168
New York,2015-09-11,765,1,166
New York,2015-09-12,554,2,132
New York,2015-09-13,478,0,127
New York,2015-09-14,579,2,151
New York,2015-09-15,579,0,142
New York,2015-09-16,748,0,163
New York,2015-09-17,744,0,163
New York,2015-09-18,760,1,165
New York,2015-09-19,655,0,192
New York,2015-09-20,556,0,153
New York,2015-09-21,624,1,150
New York,2015-09-22,571,0,124
New York,2015-09-23,501,1,120
New York,2015-09-24,619,1,176
New York,2015-09-25,585,0,142
New York,2015-09-26,557,0,155
New York,2015-09-27,493,1,138
New York,2015-09-28,586,0,129
New York,2015-09-29,557,0,152
New York,2015-09-30,634,0,129
New York,2015-10-01,683,1,170
New York,2015-10-02,798,0,174
New York,2015-10-03,556,0,142
New York,2015-10-04,536,1,160
New York,2015-10-05,597,3,140
New York,2015-10-06,631,2,142
New York,2015-10-07,668,0,152
New York,2015-10-08,666,1,141
New York,2015-10-09,764,0,159
New York,2015-10-10,649,0,172
New York,2015-10-11,559,0,154
New York,2015-10-12,505,1,138
New York,2015-10-13,724,3,182
New York,2015-10-14,658,4,172
New York,2015-10-15,683,0,155
New York,2015-10-16,676,0,151
New York,2015-10-17,565,1,146
New York,2015-10-18,551,0,148
New York,2015-10-19,667,0,126
New York,2015-10-20,714,1,175
New York,2015-10-21,720,1,178
New York,2015-10-22,666,0,170
New York,2015-10-23,742,2,199
New York,2015-10-24,519,1,111
New York,2015-10-25,522,1,139
New York,2015-10-26,698,1,158
New York,2015-10-27,631,0,137
New York,2015-10-28,689,0,183
New York,2015-10-29,767,0,182
New York,2015-10-30,688,0,162
New York,2015-10-31,357,0,99
New York,2015-11-01,312,3,70
New York,2015-11-02,613,0,153
New York,2015-11-03,655,1,169
New York,2015-11-04,672,0,167
New York,2015-11-05,690,2,144
New York,2015-11-06,616,1,134
New York,2015-11-07,500,1,121
New York,2015-11-08,472,2,131
New York,2015-11-09,615,4,174
New York,2015-11-10,757,0,192
New York,2015-11-11,530,0,129
New York,2015-11-12,637,1,139
New York,2015-11-13,677,0,144
New York,2015-11-14,613,0,143
New York,2015-11-15,500,0,133
New York,2015-11-16,618,1,155
New York,2015-11-17,684,0,162
New York,2015-11-18,628,2,132
New York,2015-11-19,797,0,200
New York,2015-11-20,819,0,203
New York,2015-11-21,597,1,125
New York,2015-11-22,431,0,116
New York,2015-11-23,704,1,151
New York,2015-11-24,733,0,140
New York,2015-11-25,717,2,165
New York,2015-11-26,383,1,112
New York,2015-11-27,480,2,145
New York,2015-11-28,508,0,160
New York,2015-11-29,453,0,120
New York,2015-11-30,611,1,132
New York,2015-12-01,746,2,192
New York,2015-12-02,655,3,170
New York,2015-12-03,623,1,123
New York,2015-12-04,680,0,145
New York,2015-12-05,629,0,176
New York,2015-12-06,485,3,134
New York,2015-12-07,668,1,152
New York,2015-12-08,618,1,119
New York,2015-12-09,575,0,114
New York,2015-12-10,668,0,146
New York,2015-12-11,694,1,150
New York,2015-12-12,578,1,139
New York,2015-12-13,549,0,142
New York,2015-12-14,637,1,140
New York,2015-12-15,755,1,167
New York,2015-12-16,673,2,149
New York,2015-12-17,745,0,179
New York,2015-12-18,767,2,190
New York,2015-12-19,624,0,121
New York,2015-12-20,500,0,128
New York,2015-12-21,612,0,138
New York,2015-12-22,699,0,161
New York,2015-12-23,805,1,231
New York,2015-12-24,603,1,162
New York,2015-12-25,321,1,121
New York,2015-12-26,395,0,123
New York,2015-12-27,518,0,166
New York,2015-12-28,490,0,107
New York,2015-12-29,533,0,130
New York,2015-12-30,501,0,145
New York,2015-12-31,527,0,96
New York,2016-01-01,393,0,123
New York,2016-01-02,422,0,120
New York,2016-01-03,432,0,128
New York,2016-01-04,601,1,124
New York,2016-01-05,640,0,107
New York,2016-01-06,625,0,124
New York,2016-01-07,542,1,121
New York,2016-01-08,602,2,132
New York,2016-01-09,554,0,140
New York,2016-01-10,462,1,125
New York,2016-01-11,680,1,144
New York,2016-01-12,637,1,116
New York,2016-01-13,605,0,138
New York,2016-01-14,597,1,131
New York,2016-01-15,722,1,147
New York,2016-01-16,563,2,136
New York,2016-01-17,451,0,115
New York,2016-01-18,481,1,123
New York,2016-01-19,662,1,165
New York,2016-01-20,623,0,132
New York,2016-01-21,666,1,145
New York,2016-01-22,702,1,140
New York,2016-01-23,402,0,41
New York,2016-01-24,517,0,55
New York,2016-01-25,658,0,74
New York,2016-01-26,734,0,102
New York,2016-01-27,670,0,105
New York,2016-01-28,681,1,124
New York,2016-01-29,645,0,112
New York,2016-01-30,596,1,101
New York,2016-01-31,532,0,99
New York,2016-02-01,716,0,150
New York,2016-02-02,711,0,145
New York,2016-02-03,579,1,133
New York,2016-02-04,609,0,123
New York,2016-02-05,607,1,135
New York,2016-02-06,553,1,135
New York,2016-02-07,423,0,104
New York,2016-02-08,501,0,89
New York,2016-02-09,571,0,100
New York,2016-02-10,537,3,109
New York,2016-02-11,622,1,150
New York,2016-02-12,628,1,144
New York,2016-02-13,480,0,110
New York,2016-02-14,309,0,55
New York,2016-02-15,291,1,65
New York,2016-02-16,615,1,129
New York,2016-02-17,525,0,84
New York,2016-02-18,592,0,117
New York,2016-02-19,532,0,99
New York,2016-02-20,555,2,140
New York,2016-02-21,481,0,112
New York,2016-02-22,615,1,103
New York,2016-02-23,623,0,140
New York,2016-02-24,660,0,148
New York,2016-02-25,663,0,151
New York,2016-02-26,476,0,116
New York,2016-02-27,388,0,112
New York,2016-02-28,509,5,117
New York,2016-02-29,616,1,152
New York,2016-03-01,662,0,122
New York,2016-03-02,653,0,127
New York,2016-03-03,625,1,121
New York,2016-03-04,685,0,135
New York,2016-03-05,601,0,148
New York,2016-03-06,500,1,123
New York,2016-03-07,571,0,115
New York,2016-03-08,632,0,156
New York,2016-03-09,660,0,170
New York,2016-03-10,629,1,146
New York,2016-03-11,672,2,155
New York,2016-03-12,625,0,162
New York,2016-03-13,435,0,111
New York,2016-03-14,640,0,154
New York,2016-03-15,608,1,139
New York,2016-03-16,629,0,191
New York,2016-03-17,612,0,155
New York,2016-03-18,644,0,163
New York,2016-03-19,540,1,160
New York,2016-03-20,479,1,189
New York,2016-03-21,617,0,198
New York,2016-03-22,628,1,155
New York,2016-03-23,621,0,156
New York,2016-03-24,635,0,176
New York,2016-03-25,546,0,170
New York,2016-03-26,530,2,157
New York,2016-03-27,459,0,162
New York,2016-03-28,658,0,199
New York,2016-03-29,683,0,172
New York,2016-03-30,650,0,159
New York,2016-03-31,652,0,177
New York,2016-04-01,702,0,201
New York,2016-04-02,597,,
New York,2016-04-03,585,0,177
New York,2016-04-04,683,1,193
New York,2016-04-05,672,1,171
New York,2016-04-06,628,1,167
New York,2016-04-07,630,2,162
New York,2016-04-08,696,0,193
New York,2016-04-09,557,1,153
New York,2016-04-10,499,0,176
New York,2016-04-11,624,0,147
New York,2016-04-12,638,1,150
New York,2016-04-13,700,0,184
New York,2016-04-14,674,3,156
New York,2016-04-15,733,1,158
New York,2016-04-16,678,0,196
New York,2016-04-17,568,1,197
New York,2016-04-18,687,0,197
New York,2016-04-19,732,0,203
New York,2016-04-20,697,3,212
New York,2016-04-21,694,0,189
New York,2016-04-22,741,0,196
New York,2016-04-23,649,0,210
New York,2016-04-24,448,0,137
New York,2016-04-25,488,0,137
New York,2016-04-26,479,0,141
New York,2016-04-27,510,1,143
New York,2016-04-28,489,0,104
New York,2016-04-29,517,0,133
New York,2016-04-30,581,1,193
New York,2016-05-01,484,2,170
New York,2016-05-02,589,1,130
New York,2016-05-03,711,0,168
New York,2016-05-04,653,1,169
New York,2016-05-05,626,0,154
New York,2016-05-06,728,2,174
New York,2016-05-07,571,0,172
New York,2016-05-08,591,1,200
New York,2016-05-09,646,2,183
New York,2016-05-10,608,2,151
New York,2016-05-11,699,0,193
New York,2016-05-12,744,0,197
New York,2016-05-13,766,0,182
New York,2016-05-14,589,2,184
New York,2016-05-15,510,0,152
New York,2016-05-16,742,1,209
New York,2016-05-17,624,1,167
New York,2016-05-18,676,0,147
New York,2016-05-19,694,0,191
New York,2016-05-20,782,1,229
New York,2016-05-21,568,0,210
New York,2016-05-22,571,1,181
New York,2016-05-23,652,0,173
New York,2016-05-24,695,1,178
New York,2016-05-25,733,0,174
New York,2016-05-26,742,1,158
New York,2016-05-27,767,0,213
New York,2016-05-28,627,1,223
New York,2016-05-29,566,1,205
New York,2016-05-30,471,0,141
New York,2016-05-31,760,1,194
